name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Baccano,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Non-smoking restaurants, ","Italian, Seafood, Mediterranean, European, Romana, Lazio, Central-Italian, International, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ",Restaurant-bistro with a roman traditional and Italian cuisine with some international touches. The cocktail bar awarded among the 50best in 2019 and the bar ,4.0,Via delle Muratte 23,Italy,Lazio,"{'latitude': '41.900417', 'longitude': '12.482362'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/b1/1b/a5/brindate-a-volonta-noi.jpg
Amalfi in Pasta,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","From Amalfi, the family finds its strength inthe professionalism that Alda and Giancarlo,the two owners, bring their experience incatering in Italy and abroad. The origins ofProcida transpire from mixing pizza,handcrafted from fine limoncello, the sweetand genuine inquiry, the ceramics of theCoast that color the walls.You will find the atmosphere and quality",4.5,Via Ottaviano 10,Italy,Lazio,"{'latitude': '41.90691', 'longitude': '12.457951'}",https://media-cdn.tripadvisor.com/media/photo-o/19/32/c0/a7/amalfi-in-pasta-ambiente.jpg
I Fritti de Sora Milvia,"Takeout, Seating, Wheelchair Accessible, Serves Alcohol, ","Italian, Fast Food, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,4.0,Via Cassia 4,Italy,Lazio,"{'latitude': '41.937943', 'longitude': '12.465939'}",https://media-cdn.tripadvisor.com/media/photo-o/06/8e/94/a1/i-fritti-de-sora-milvia.jpg
Interno 92,"Reservations, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Steakhouse, Mediterranean, Barbecue, European, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ","Gluten Free Options, ",,4.5,Borgo Vittorio 92,Italy,Lazio,"{'latitude': '41.90421', 'longitude': '12.460602'}",https://media-cdn.tripadvisor.com/media/photo-o/09/69/20/e8/interno-92.jpg
Cine Pizza,"Takeout, Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Table Service, ","Italian, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.5,Via Statilio Ottato 17,Italy,Lazio,"{'latitude': '41.85514', 'longitude': '12.56659'}",https://media-cdn.tripadvisor.com/media/photo-o/12/71/a9/62/bucatini-amatriciana.jpg
Birra Peroni,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Italian, Romana, Lazio, Central-Italian, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Via del Boschetto 37,Italy,Lazio,"{'latitude': '41.898216', 'longitude': '12.490089'}",https://media-cdn.tripadvisor.com/media/photo-o/17/62/1f/2a/que-atendimento-assim.jpg
Ristorante Calypsi,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service, Serves Alcohol, ","Italian, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Via di Prato Cornelio 103,Italy,Lazio,"{'latitude': '41.77345', 'longitude': '12.36157'}",https://media-cdn.tripadvisor.com/media/photo-o/18/5e/f2/ee/img-20181208-221255-largejpg.jpg
La Rocca Gia,"Reservations, Seating, Wheelchair Accessible, Table Service, Takeout, ","Italian, Pizza, Seafood, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, Gluten Free Options, ","Family run restaurant, seafood specialties, meat, pasta pizza wood-burning oven, average price 30 euros, the beast quality price and super italian wine",4.0,Via Rezzato 180 Zona Selva Candida,Italy,Lazio,"{'latitude': '41.956165', 'longitude': '12.3825'}",https://media-cdn.tripadvisor.com/media/photo-o/07/8b/10/27/la-rocca-gia.jpg
La Fornarina,"Takeout, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Serves Alcohol, ","Pizza, ","Breakfast, Lunch, Drinks, ","Vegetarian Friendly, Vegan Options, ",,4.5,Piazza Oderico da Pordenone 4,Italy,Lazio,"{'latitude': '41.86039', 'longitude': '12.493993'}",https://media-cdn.tripadvisor.com/media/photo-o/15/29/32/e2/artigianali-dal-1989.jpg
Pizza Fantasy 3,"Takeout, Wheelchair Accessible, ","Italian, Pizza, ","Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Largo Antonio Beltramelli 34,Italy,Lazio,"{'latitude': '41.909973', 'longitude': '12.538124'}",https://media-cdn.tripadvisor.com/media/photo-o/12/f2/8c/a5/pizza-fantasy-3.jpg
Baccanale al 59,"Delivery, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, ","Italian, Seafood, Mediterranean, Romana, Lazio, Central-Italian, Wine Bar, ","Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Gluten Free Options, ","The restaurant will be closed till April 2020 because of renovation. We are a small and nice restaurant with a philosophy very careful in search of raw materials and products to work with and offer our customers. Our cuisine is Mediterranean, with dishes of regional cuisine and also typical of the Roman tradition, some even from us reinterpreted. We have a wide selection of Italian wines and craft beers to offer a fair and pleasant combination enosensoriale. We also excellent and selected brandies and spirits abroad. We offer a tasting by the glass and also from 18.30 You can drink excellent aperitifs, accompanied by platters of selected meats and cheeses, and delicious bruschetta friggitini freshly prepared. We are also open for lunch where we propose a menu, always to the paper, more suited to the business lunch and at lunchtime. In the summer we also have some outdoor tables. Our closing day is Saturday lunch.",4.5,Via della Giuliana 59,Italy,Lazio,"{'latitude': '41.91285', 'longitude': '12.454251'}",https://media-cdn.tripadvisor.com/media/photo-o/10/05/f8/6f/img-20170726-wa0006-largejpg.jpg
KILO-GRAMMO,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, Barbecue, Steakhouse, ","Dinner, ","Gluten Free Options, ",dERiX19pM00,4.0,Via Arturo Toscanini 3 Ostia,Italy,Lazio,"{'latitude': '41.74707', 'longitude': '12.36049'}",https://media-cdn.tripadvisor.com/media/photo-o/13/d4/75/6a/photo3jpg.jpg
La Pace,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Chinese, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Via della Madonna Dei Monti 55,Italy,Lazio,"{'latitude': '41.89447', 'longitude': '12.490578'}",https://media-cdn.tripadvisor.com/media/photo-o/12/13/ea/11/photo1jpg.jpg
Yuki - Via Casal dei Pazzi,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Japanese, Sushi, Asian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,4.0,Via di Casal Dei Pazzi 32-34,Italy,Lazio,"{'latitude': '41.92598', 'longitude': '12.570746'}",https://media-cdn.tripadvisor.com/media/photo-o/15/03/e7/35/una-delle-portate-di.jpg
La Dogana Food,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Reservations, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Chinese, Japanese, Seafood, Mediterranean, Sushi, Asian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ",VFJvX18wVVA,3.5,Via del Porto Fluviale 67b,Italy,Lazio,"{'latitude': '41.87229', 'longitude': '12.475885'}",https://media-cdn.tripadvisor.com/media/photo-o/16/f0/c0/ed/la-dogana-food.jpg
Mercato 8,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Delivery, ","Italian, Pizza, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ",,,eEFPX19hNXg,3.5,Via Orvieto 8,Italy,Lazio,"{'latitude': '41.886024', 'longitude': '12.517244'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/5f/4f/d1/mercato-8.jpg
da Giacobbe,"Takeout, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Table Service, Accepts Credit Cards, ","Italian, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ",,,4.0,Via Appia Nuova 1681,Italy,Lazio,"{'latitude': '41.78865', 'longitude': '12.596205'}",https://media-cdn.tripadvisor.com/media/photo-o/06/db/75/db/da-giacobbe.jpg
Lievito 48,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Table Service, Television, Gift Cards Available, ","Pizza, Steakhouse, Mediterranean, ","Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ",NTVoX191dEM,4.5,Via del Casale Agostinelli 72,Italy,Lazio,"{'latitude': '41.81186', 'longitude': '12.60688'}",https://media-cdn.tripadvisor.com/media/photo-o/16/78/c0/35/lievito48.jpg
Ponte e Parione,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, European, Healthy, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,"Via Santa Maria dell' Anima, 62",Italy,Lazio,"{'latitude': '41.899357', 'longitude': '12.472288'}",https://media-cdn.tripadvisor.com/media/photo-o/19/9d/ce/d8/ponte-e-parione.jpg
Wave Restaurant - CLOSED,"Takeout, Buffet, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Seating, Reservations, ","Seafood, ","Breakfast, Lunch, Dinner, ",,,0.0,Via Faleria 47 Parcheggio Consigliato A Via Sannio. 2 Minuti Di Cammino Da Noi,Italy,Lazio,"{'latitude': '41.88252', 'longitude': '12.509308'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/c0/a8/1f/spaghettone-aio-e-oio.jpg
Bar della Mercede,"Wheelchair Accessible, ","Italian, Cafe, ","Breakfast, Brunch, ",,,4.5,Via della Mercede 20,Italy,Lazio,"{'latitude': '41.90352', 'longitude': '12.48288'}",https://media-cdn.tripadvisor.com/media/photo-o/11/aa/69/90/bar-della-mercede.jpg
Ristorante Pizzeria Da Luciano,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Pizza, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",,4.0,Via Prisciano 50,Italy,Lazio,"{'latitude': '41.92567', 'longitude': '12.4471'}",https://media-cdn.tripadvisor.com/media/photo-o/07/47/7e/e0/bruschetta.jpg
Il Sogno,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Cash Only, Free Wifi, Television, Wine and Beer, Digital Payments, Delivery, ","Italian, Bar, Pizza, Pub, ","Drinks, Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, ",,4.5,Viale Antonio Ciamarra 188,Italy,Lazio,"{'latitude': '41.85313', 'longitude': '12.59077'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/ac/3a/e6/da-urlo.jpg
Trattoria Antica Boheme,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Via Napoli 4,Italy,Lazio,"{'latitude': '41.89974', 'longitude': '12.495764'}",https://media-cdn.tripadvisor.com/media/photo-o/18/11/e7/55/the-interior.jpg
Onda Cafe,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Outdoor Seating, Television, Highchairs Available, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Pizza, ","Late Night, Dinner, Brunch, Drinks, Lunch, ",,UjlBX184SUo,4.5,Via Tiburtina 541 All'interno della galleria Tiburtina Shopping Center,Italy,Lazio,"{'latitude': '41.908646', 'longitude': '12.542114'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/da/9e/e6/il-nostro-locale.jpg
O'Connell Irish Pub,"Reservations, Seating, Free Wifi, Table Service, Outdoor Seating, Serves Alcohol, ","Italian, Bar, Pub, ","Dinner, ",,aFdOX19kUTY,4.0,Piazza Eschilo 57/A,Italy,Lazio,"{'latitude': '41.7692', 'longitude': '12.373552'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/51/37/33/o-connell-irish-pub.jpg
Gelataus,"Takeout, Wheelchair Accessible, ",,,"Vegetarian Friendly, ",,4.5,Via di Bravetta 135,Italy,Lazio,"{'latitude': '41.8843', 'longitude': '12.42377'}",https://media-cdn.tripadvisor.com/media/photo-o/10/19/73/d2/img-20170731-154744-800x800.jpg
Il Panino Ingegnoso,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, ","Italian, Fast Food, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.5,"Piazza di Pietra 35 Piazza Di Pietra, 35, 00186, Roma, Lazio",Italy,Lazio,"{'latitude': '41.899986', 'longitude': '12.479177'}",https://media-cdn.tripadvisor.com/media/photo-o/12/32/d5/06/photo3jpg.jpg
Chill Out,"Seating, Reservations, Wheelchair Accessible, ","Italian, Bar, Pub, Gastropub, Mediterranean, ","Breakfast, Brunch, ",,,4.0,Via del Lago Terrione 10,Italy,Lazio,"{'latitude': '41.89599', 'longitude': '12.453898'}",https://media-cdn.tripadvisor.com/media/photo-o/19/8f/59/5d/interior-of-the-chill.jpg
Fresco Trastevere,"Seating, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Takeout, Wheelchair Accessible, Serves Alcohol, ","Italian, Deli, Street Food, Bar, Cafe, Pub, ","Breakfast, Brunch, Late Night, Drinks, Lunch, ","Vegetarian Friendly, Vegan Options, ",,4.5,Via della Lungaretta 93,Italy,Lazio,"{'latitude': '41.88962', 'longitude': '12.472405'}",https://media-cdn.tripadvisor.com/media/photo-o/10/b5/dc/cc/benvenuti-da-fresco-la.jpg
Giancarlone Al 19,"Takeout, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Serves Alcohol, Table Service, Accepts Credit Cards, ","Mediterranean, Italian, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, Gluten Free Options, ",,4.0,Via Durazzo 19,Italy,Lazio,"{'latitude': '41.921047', 'longitude': '12.457559'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/b7/df/61/buffet-a-pranzo-o-panini.jpg
Terra Mia,"Takeout, Reservations, Seating, Parking Available, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ",cUY2X19XTFY,3.5,VILLAGE 64 Via Del Ponte Di Piscina Cupa,Italy,Lazio,"{'latitude': '41.71411', 'longitude': '12.445514'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/da/14/ea/dall-antica-tradizione.jpg
Aroma di Mare,"Takeout, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Table Service, Accepts Credit Cards, ","Italian, Seafood, ","Dinner, Late Night, ",,,4.5,Via Natale del Grande 41/42,Italy,Lazio,"{'latitude': '41.887383', 'longitude': '12.470735'}",
Osteria Scaloni,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Highchairs Available, ","Italian, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",,4.5,Via Carlo Mirabello 8,Italy,Lazio,"{'latitude': '41.916576', 'longitude': '12.457869'}",https://media-cdn.tripadvisor.com/media/photo-o/12/32/86/3c/20180227-222024-largejpg.jpg
Osteria Maracuja,"Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Accepts Credit Cards, Table Service, ","Mediterranean, Italian, European, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Largo Corrado Ricci 1,Italy,Lazio,"{'latitude': '41.893406', 'longitude': '12.488238'}",https://media-cdn.tripadvisor.com/media/photo-o/08/65/a4/40/photo2jpg.jpg
Banco Fast Food,"Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Accepts Credit Cards, ","American, Fast Food, Mediterranean, Soups, Street Food, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Via Ostiense 40/A,Italy,Lazio,"{'latitude': '41.87331', 'longitude': '12.480138'}",https://media-cdn.tripadvisor.com/media/photo-o/08/76/06/8d/gazpacho-con-crostini.jpg
Hostaria la Fraschetta,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Romana, Lazio, Central-Italian, Mediterranean, ","Lunch, Dinner, ",,,4.5,Via Francesco Donati 102,Italy,Lazio,"{'latitude': '41.78059', 'longitude': '12.341119'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/97/04/89/img-20200113-wa0015-largejpg.jpg
Street Gourmet,,"Italian, International, ",,,,5.0,Largo Gulio Capitolino Mercato Appio Claudio - Box 40,Italy,Lazio,"{'latitude': '41.85406', 'longitude': '12.56438'}",https://media-cdn.tripadvisor.com/media/photo-o/11/76/39/bf/street-gourmet.jpg
Trattoria Vaticano Giggi,"Takeout, Outdoor Seating, Street Parking, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Gift Cards Available, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Drinks, ","Gluten Free Options, Vegetarian Friendly, Vegan Options, ",Typical Roman Restaurant with typical roman dishes,4.0,Via Catone 10 Corner Square Risorgimento-Vatican,Italy,Lazio,"{'latitude': '41.906647', 'longitude': '12.458963'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/5f/0c/0f/spaghetti-cacio-e-pepe.jpg
Laurus,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, ","Italian, Pizza, Seafood, Mediterranean, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",YlhHX191Vjg,4.0,Piazza Filattiera 54,Italy,Lazio,"{'latitude': '41.958473', 'longitude': '12.517793'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/9b/1f/67/tegolino.jpg
